Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
475,Alex Muralha,br BRA,GK,Mirassol,35,1989,7,7,630,7.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,38082f12
476,Bruno Nascimento,br BRA,FW,Palmeiras,27,1997,10,4,341,3.8,2,0,2,2,0,0,0,0,0.53,0.00,0.53,0.53,0.53,Matches,46411d56
477,Nata,br BRA,DF,Juventude,23,2001,2,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b9ae93ab
478,Natanael,br BRA,DFMF,Atlético Mineiro,23,2002,34,24,2142,23.8,1,0,1,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches,0b618504
479,Nathan,br BRA,DF,Internacional,23,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9fb6420e
480,Nathan,br BRA,MF,Grêmio,28,1996,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa00f0c9
481,Kaiky Naves,br BRA,DF,Palmeiras,22,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,621576f9
482,Gui Negão,br BRA,FWMF,Corinthians,17,2007,22,12,945,10.5,3,1,4,3,0,0,3,0,0.29,0.10,0.38,0.29,0.38,Matches,8d835047
483,Felipe Negrucci,br BRA,DF,São Paulo,20,2004,5,2,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,784f2ef7
484,Negueba,br BRA,FWMF,Mirassol,25,1999,33,27,2157,24.0,7,3,10,7,0,0,3,0,0.29,0.13,0.42,0.29,0.42,Matches,47c2829f
485,Edison Negueba,br BRA,FW,Juventude,24,2000,5,0,107,1.2,1,0,1,1,0,0,0,0,0.84,0.00,0.84,0.84,0.84,Matches,ab23371b
486,Nenê,br BRA,FWMF,Juventude,43,1981,25,12,1009,11.2,3,4,7,1,2,2,3,0,0.27,0.36,0.62,0.09,0.45,Matches,265ebd37
487,Neris,br BRA,DF,Vitória,32,1992,10,6,534,5.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,f961d4c2
488,Rodrigo Nestor,br BRA,MFFW,Bahia,24,2000,22,8,875,9.7,5,0,5,5,0,0,5,0,0.51,0.00,0.51,0.51,0.51,Matches,c04ebe99
489,Neto,br BRA,GK,Botafogo–RJ,35,1989,3,3,224,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a9dc785c
490,Newton,br BRA,MF,Botafogo–RJ,24,2000,25,16,1494,16.6,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches,0c0c8329
491,Neymar,br BRA,FWMF,Santos,32,1992,20,17,1528,17.0,8,1,9,6,2,2,8,1,0.47,0.06,0.53,0.35,0.41,Matches,69384e5d
492,Nicolas,br BRA,DF,Ceará,27,1997,13,6,593,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0739a5da
493,Nicolas,br BRA,DF,São Paulo,17,2007,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3988393d
494,Saúl Ñíguez,es ESP,MF,Flamengo,30,1994,16,12,1156,12.8,0,2,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches,c14bc029
495,Nonato,br BRA,MF,Fluminense,26,1998,20,8,914,10.2,2,1,3,2,0,0,4,0,0.20,0.10,0.30,0.20,0.30,Matches,b91a6912
496,Erick Noriega,pe PER,DFMF,Grêmio,23,2001,14,14,1184,13.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,fd8ce644
497,Lucas Oliveira,br BRA,DF,Vasco da Gama,28,1996,8,2,259,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,96d8b3d1
498,Sérgio Oliveira,pt POR,MF,Sport Recife,32,1992,19,10,997,11.1,1,1,2,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches,947e036f
499,Cauly Oliveira Souza,br BRA,FWMF,Bahia,29,1995,29,7,910,10.1,1,3,4,1,0,0,2,0,0.10,0.30,0.40,0.10,0.40,Matches,2b53f7a5
500,Cristian Olivera,uy URU,MFFW,Grêmio,22,2002,22,15,1285,14.3,2,0,2,2,0,0,3,0,0.14,0.00,0.14,0.14,0.14,Matches,079dc403
501,Christian Ortiz,ar ARG,FWMF,Sport Recife,32,1992,6,0,178,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bd8ddbd6
502,Leo Ortiz,br BRA,DF,Flamengo,29,1996,26,26,2203,24.5,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,Matches,53834fa2
503,Oscar,br BRA,MFFW,São Paulo,33,1991,6,5,345,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,57fe98dd
504,Osvaldo,br BRA,MF,Vitória,37,1987,27,11,996,11.1,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,deb6b945
505,Otávio,br BRA,MF,Fluminense,30,1994,6,2,217,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,243f4a0b
506,Luis Otávio,br BRA,MF,Internacional,17,2007,20,7,770,8.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,1ffa6688
507,Luiz Otávio,br BRA,DF,Mirassol,32,1992,5,1,165,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,35e4fc3a
508,João Othavio Basso,br BRA,DF,Santos,28,1997,6,6,518,5.8,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches,86c79c42
509,Pablo,br BRA,DF,Internacional,18,2006,1,0,20,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3933b8fc
510,Pablo,br BRA,FW,Sport Recife,32,1992,21,13,1055,11.7,3,1,4,3,0,0,1,0,0.26,0.09,0.34,0.26,0.34,Matches,1ad394c5
511,Ruan Pablo,br BRA,FW,Bahia,16,2008,5,0,51,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a3bbbdc7
512,Bruno Pacheco,br BRA,DF,Fortaleza,33,1991,15,15,1261,14.0,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches,9b7976e6
513,Luis Pacheco,br BRA,MF,Palmeiras,16,2008,2,0,18,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ffba37be
514,Gonçalo Paciência,pt POR,FW,Sport Recife,30,1994,6,3,196,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,962e54cb
515,Brahian Palacios,co COL,MF,Atlético Mineiro,22,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,61a05353
516,Sergio Palacios,co COL,DF,RB Bragantino,19,2005,2,1,71,0.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,e47c977a
517,Kaio Pantaleão,br BRA,DF,Botafogo–RJ,29,1995,11,11,933,10.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,a9be27f2
518,Rayan Passaglia Lelis,br BRA,MF,Cruzeiro,18,2007,1,1,64,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,199a71d2
519,Alan Patrick,br BRA,MFFW,Internacional,33,1991,30,30,2506,27.8,11,7,18,5,6,7,6,0,0.40,0.25,0.65,0.18,0.43,Matches,00672021
520,Patryck,br BRA,MFDF,São Paulo,22,2003,5,3,309,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,8dcbd7af
521,Patrick de Paula,br BRA,MF,Botafogo–RJ,25,1999,6,4,284,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9f12fbb7
522,Paulinho,br BRA,MF,Palmeiras,24,2000,7,1,224,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,53070b63
523,Paulinho,br BRA,MF,Vasco da Gama,28,1997,11,4,310,3.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,2d215840
524,Caio Paulista,br BRA,MFDF,Atlético Mineiro,26,1998,20,10,885,9.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,701bb051
525,Marcos Paulo,br BRA,DF,Juventude,22,2003,19,16,1367,15.2,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,MF,Grêmio,29,1996,28,14,1373,15.3,0,7,7,0,0,0,6,0,0.00,0.46,0.46,0.00,0.46,Matches,a664b026
527,Dimitri Payet,fr FRA,MF,Vasco da Gama,37,1987,4,2,191,2.1,0,2,2,0,0,0,0,0,0.00,0.94,0.94,0.00,0.94,Matches,58ae47b2
528,Pedrinho,br BRA,MF,São Paulo,17,2007,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,10eb3647
529,Pedro,br BRA,FW,Flamengo,27,1997,21,13,1047,11.6,12,6,18,11,1,2,3,0,1.03,0.52,1.55,0.95,1.46,Matches,1ab6fad3
530,João Pedro Chermont,br BRA,DF,Santos,19,2006,5,2,249,2.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,e987e031
531,João Pedro,br BRA,DF,Corinthians,21,2003,16,13,1242,13.8,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches,cd51f56f
532,João Pedro,br BRA,DF,Grêmio,28,1996,7,6,454,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Vitória,27,1998,14,6,654,7.3,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,d75471eb
534,Peixoto,br BRA,MFDF,Juventude,27,1997,13,8,733,8.1,1,0,1,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches,9d060c89
535,Andreas Pereira,br BRA,MF,Palmeiras,29,1996,15,11,1005,11.2,2,0,2,2,0,0,4,1,0.18,0.00,0.18,0.18,0.18,Matches,6639e500
536,Léo Pereira,br BRA,DF,Flamengo,29,1996,34,33,2953,32.8,4,0,4,4,0,0,6,0,0.12,0.00,0.12,0.12,0.12,Matches,bd247251
537,Matheus Pereira,br BRA,MF,Cruzeiro,28,1996,34,32,2793,31.0,7,7,14,7,0,0,7,0,0.23,0.23,0.45,0.23,0.45,Matches,b04ee927
538,Luan Peres Petroni,br BRA,DF,Santos,30,1994,24,23,2051,22.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,a5549ec1
539,Pernambuco,br BRA,MF,Juventude,26,1998,3,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ec61b68f
540,Petterson,br BRA,MF,Juventude,21,2004,2,1,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9943597e
541,Pierre,br BRA,MF,Fortaleza,22,2002,13,10,839,9.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,064cd740
542,Yago Pikachu,br BRA,MFFW,Fortaleza,32,1992,31,14,1389,15.4,2,1,3,0,2,2,2,0,0.13,0.06,0.19,0.00,0.06,Matches,462f1e13
543,Joaquín Piquerez,uy URU,DFMF,Palmeiras,26,1998,30,28,2456,27.3,3,1,4,1,2,3,2,2,0.11,0.04,0.15,0.04,0.07,Matches,46009f44
544,Rafael Pires,br BRA,GK,São Paulo,35,1989,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,539f6761
545,Lucas Piton,br BRA,DF,Vasco da Gama,24,2000,30,29,2545,28.3,1,7,8,1,0,0,5,0,0.04,0.25,0.28,0.04,0.28,Matches,defce7f1
546,Isidro Pitta,py PAR,FW,RB Bragantino,25,1999,24,10,1093,12.1,7,2,9,7,0,0,6,0,0.58,0.16,0.74,0.58,0.74,Matches,e9fc7295
547,Diego Pituca,br BRA,MF,Santos,32,1992,10,4,392,4.4,1,0,1,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches,6f5249ed
548,Gonzalo Plata,ec ECU,MFFW,Flamengo,24,2000,28,14,1350,15.0,4,1,5,4,0,0,0,1,0.27,0.07,0.33,0.27,0.33,Matches,54bcdeb0
549,Tomas Pochettino,ar ARG,MFFW,Fortaleza,28,1996,26,18,1537,17.1,3,4,7,3,0,0,3,0,0.18,0.23,0.41,0.18,0.41,Matches,fb36aa6b
550,Mateo Ponte,uy URU,DF,Botafogo–RJ,21,2003,21,4,676,7.5,2,0,2,2,0,0,3,0,0.27,0.00,0.27,0.27,0.27,Matches,981e61c1
551,Gustavo Prado,br BRA,MF,Internacional,19,2005,18,3,559,6.2,1,0,1,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches,511bad81
552,Kauã Prates,br BRA,DF,Cruzeiro,16,2008,8,4,341,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,6ecfd382
553,Bruno Praxedes,br BRA,MF,RB Bragantino,22,2002,15,3,400,4.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,5dd520a8
554,Lucca Prior,br BRA,MFFW,Fortaleza,20,2004,12,7,656,7.3,2,0,2,2,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches,dbeca92a
555,Erick Pulga,br BRA,FWMF,Bahia,24,2000,24,20,1687,18.7,3,3,6,3,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches,56088230
556,Erick Pulgar,cl CHI,MF,Flamengo,31,1994,17,15,1240,13.8,1,0,1,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,4611e028
557,Du Queiroz,br BRA,MF,Sport Recife,25,2000,11,8,615,6.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8440b0cb
558,Igor Rabello,br BRA,DF,Fluminense,29,1995,4,2,144,1.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,48048864
559,Igor Rabello,br BRA,DF,Atlético Mineiro,29,1995,4,2,189,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,48048864
560,Zé Rafael,br BRA,MF,Santos,31,1993,27,22,1854,20.6,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches,634b1413
561,Rafinha,br BRA,DF,Sport Recife,18,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,90c2b7c0
562,André Ramalho,br BRA,DF,Corinthians,32,1992,21,20,1780,19.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,7483d9f9
563,Eric Ramires,br BRA,MF,RB Bragantino,24,2000,31,24,1786,19.8,2,1,3,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,Matches,37faa4cb
564,Ramon,br BRA,DF,Internacional,23,2001,5,4,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fdf88bc0
565,Ramon,br BRA,DFMF,Vitória,23,2001,18,18,1620,18.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,fdf88bc0
566,Lucas Ramon,br BRA,DF,Mirassol,30,1994,31,30,2604,28.9,2,3,5,2,0,0,7,0,0.07,0.10,0.17,0.07,0.17,Matches,58933a04
567,Chris Ramos,es ESP,FW,Botafogo–RJ,28,1997,13,8,718,8.0,4,0,4,4,0,0,1,1,0.50,0.00,0.50,0.50,0.50,Matches,44e07fac
568,Santi Ramos Mingo,ar ARG,DF,Bahia,23,2001,33,33,2926,32.5,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches,fe0a346d
569,Rafael Ramos,pt POR,DFMF,Ceará,30,1995,20,9,904,10.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,f8ddf51c
570,Raniele,br BRA,MFDF,Corinthians,28,1996,30,25,2013,22.4,2,1,3,2,0,0,7,0,0.09,0.04,0.13,0.09,0.13,Matches,a025365f
571,Wellington Rato,br BRA,FWMF,Vitória,32,1992,5,3,212,2.4,1,0,1,1,0,0,0,0,0.42,0.00,0.42,0.42,0.42,Matches,598917cf
572,Pedro Raul,br BRA,FW,Ceará,28,1996,34,34,2896,32.2,11,1,12,10,1,1,6,0,0.34,0.03,0.37,0.31,0.34,Matches,ed074559
573,Rayan,br BRA,MFFW,Vasco da Gama,18,2006,34,32,2835,31.5,14,1,15,12,2,2,4,0,0.44,0.03,0.48,0.38,0.41,Matches,288647fc
574,Raykkonen,br BRA,FW,Internacional,16,2008,7,0,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3114f93a
575,Reginaldo,br BRA,DF,Juventude,31,1993,18,14,1170,13.0,0,2,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,b018b2b6
576,Reinaldo,br BRA,DF,Mirassol,35,1989,34,33,2892,32.1,13,6,19,7,6,7,6,0,0.40,0.19,0.59,0.22,0.40,Matches,ab3edc87
577,Reinier,br BRA,FWMF,Atlético Mineiro,23,2002,13,3,333,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,6b21b7b5
578,Robert Renan,br BRA,DF,Vasco da Gama,21,2003,15,15,1287,14.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,168a2e81
579,Cristian Renato,br BRA,FW,Mirassol,24,2000,32,11,1351,15.0,5,3,8,5,0,0,2,0,0.33,0.20,0.53,0.33,0.53,Matches,349504e0
580,Renê,br BRA,DF,Fluminense,32,1992,28,27,2362,26.2,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,d000ffc7
581,Rezende,br BRA,MFDF,Bahia,30,1995,11,5,580,6.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dfddb0f9
582,Murilo Rhikman,br BRA,MF,Cruzeiro,18,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,9e91b234
583,Everton Ribeiro,br BRA,MF,Bahia,35,1989,31,25,1925,21.4,2,4,6,1,1,1,5,1,0.09,0.19,0.28,0.05,0.23,Matches,68fb50a2
584,Ricardo,br BRA,MF,Vitória,30,1994,20,11,882,9.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,2a5cdcd1
585,João Ricardo Riedi,br BRA,GK,Fortaleza,36,1988,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,4729d71a
586,Richard,br BRA,MF,Internacional,30,1994,7,3,275,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e90aa5da
587,Richardson,br BRA,MF,Ceará,33,1991,16,10,790,8.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,ef6b8a6b
588,Charles Rigon Matos,br BRA,MFDF,Corinthians,28,1996,17,6,571,6.3,1,0,1,1,0,0,3,1,0.16,0.00,0.16,0.16,0.16,Matches,6ff91a3a
589,Emiliano Rigoni,ar ARG,FW,São Paulo,31,1993,10,2,294,3.3,1,0,1,1,0,0,1,1,0.31,0.00,0.31,0.31,0.31,Matches,a1216563
590,Tomás Rincón,ve VEN,MF,Santos,37,1988,17,11,922,10.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,f1cfc209
591,Richard Ríos,co COL,MF,Palmeiras,24,2000,10,10,733,8.1,0,2,2,0,0,0,4,0,0.00,0.25,0.25,0.00,0.25,Matches,72da065d
592,Riquelme,br BRA,MF,Sport Recife,18,2007,2,0,23,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1c1828c3
593,Riquelme,br BRA,MF,Fluminense,17,2007,6,0,99,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,ce31d798
594,Christian Rivera,co COL,MF,Sport Recife,29,1996,33,32,2729,30.3,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches,7c094b1a
595,Pablo Roberto,br BRA,MF,Fortaleza,25,1999,5,1,116,1.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,880d2226
596,Paulo Roberto,br BRA,DF,Vitória,19,2005,2,2,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a5898315
597,Marcos Rocha,br BRA,DF,Palmeiras,36,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fdd2f275
598,Marcos Rocha,br BRA,DF,Grêmio,36,1988,12,12,959,10.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,fdd2f275
599,Sergio Rochet,uy URU,GK,Internacional,31,1993,15,15,1305,14.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,81b99b9e
600,Rodrigo,br BRA,MF,São Paulo,20,2004,18,8,724,8.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,1126f4e2
601,Alisson Rodrigues,br BRA,DF,Internacional,16,2008,1,0,26,0.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,8434bef6
602,Ruben Rodrigues,pt POR,FWMF,Vitória,28,1996,4,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,b4c136b7
603,Alan Rodríguez,uy URU,MF,Internacional,25,2000,15,11,943,10.5,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches,fcd24b4b
604,Guzmán Rodríguez,uy URU,DF,RB Bragantino,24,2000,23,23,2051,22.8,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,33f2fd18
605,Luciano Rodríguez,uy URU,FW,Bahia,21,2003,18,8,791,8.8,2,0,2,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,Matches,8ccc9220
606,Santiago Rodríguez,uy URU,MF,Botafogo–RJ,25,2000,26,14,1328,14.8,2,5,7,2,0,0,6,0,0.14,0.34,0.47,0.14,0.47,Matches,86dff811
607,Rodriguinho,br BRA,MF,Cruzeiro,21,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4565dde3
608,Rodriguinho,br BRA,MF,Ceará,21,2003,4,0,33,0.4,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,4565dde3
609,Agustín Rogel,uy URU,DF,Internacional,27,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,ea42c03f
610,Benjamín Rollheiser,ar ARG,MFFW,Santos,24,2000,36,27,2212,24.6,2,3,5,1,1,1,7,0,0.08,0.12,0.20,0.04,0.16,Matches,e8c4a824
611,Iván Román,cl CHI,DF,Atlético Mineiro,18,2006,12,8,701,7.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,8ee6a7c1
612,Romarinho,br BRA,MF,Vitória,34,1990,5,1,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d73461ea
613,Romarinho,br BRA,MFFW,Sport Recife,30,1994,26,7,912,10.1,2,0,2,2,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches,1e7d2cc0
614,Ángel Romero,py PAR,FWMF,Corinthians,32,1992,27,11,1068,11.9,0,1,1,0,0,0,4,1,0.00,0.08,0.08,0.00,0.08,Matches,36edfb9b
615,Lucas Romero,ar ARG,MF,Cruzeiro,30,1994,33,32,2832,31.5,1,3,4,1,0,0,12,0,0.03,0.10,0.13,0.03,0.13,Matches,d89e48b8
616,Óscar Romero,py PAR,MF,Internacional,32,1992,17,5,505,5.6,0,1,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches,4bc5f2b4
617,Romulo,br BRA,MF,Ceará,23,2001,9,0,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,58a061ba
618,Rômulo,br BRA,DF,Atlético Mineiro,21,2004,3,2,209,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a5dedc6e
619,Ronald,br BRA,MF,Vitória,27,1997,29,23,1871,20.8,0,2,2,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10,Matches,cc119c66
620,Ronald,br BRA,DF,Grêmio,21,2003,6,1,233,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5334ff3f
621,Ronaldo,br BRA,GK,Bahia,28,1996,28,28,2448,27.2,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches,711c08dc
622,Ronaldo,br BRA,MF,Internacional,28,1996,15,6,774,8.6,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,8a3b002a
623,Budiga Roni,br BRA,MF,Mirassol,25,1999,9,0,150,1.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,af433614
624,Rony,br BRA,FWMF,Atlético Mineiro,29,1995,35,29,2500,27.8,6,5,11,6,0,0,4,1,0.22,0.18,0.40,0.22,0.40,Matches,bffd5e50
625,Vitor Roque,br BRA,FW,Palmeiras,19,2005,33,24,2117,23.5,16,3,19,15,1,1,4,0,0.68,0.13,0.81,0.64,0.77,Matches,cb00f1e6
626,Diego Rosa,br BRA,MF,Internacional,22,2002,7,1,199,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c66a2173
627,Matheus Rossetto,br BRA,MF,Fortaleza,28,1996,20,10,924,10.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,daf8c775
628,Agustín Rossi,ar ARG,GK,Flamengo,29,1995,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,ef223e5f
629,Ruan,br BRA,DF,Atlético Mineiro,25,1999,11,7,811,9.0,1,0,1,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches,a378a02a
630,Ruan,br BRA,DF,São Paulo,25,1999,5,4,361,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,a378a02a
631,Rubens,br BRA,MFDF,Atlético Mineiro,23,2001,13,11,1033,11.5,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches,ae23d044
632,Alan Ruschel,br BRA,DF,Juventude,35,1989,21,14,1230,13.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,09aeb402
633,Rwan,br BRA,FW,Botafogo–RJ,23,2001,5,2,176,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,568a75fd
634,José Sabino,br BRA,DF,São Paulo,28,1996,30,25,2299,25.5,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,e1524457
