Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG
552,Kauã Prates,br BRA,DF,Cruzeiro,16,2008,8,4,341,3.8,0,0,0,0,0,0,1,0,0,5,1,1,10,3,9,,,0
553,Bruno Praxedes,br BRA,MF,RB Bragantino,22,2002,15,3,400,4.4,0,0,0,0,0,0,3,0,0,10,14,0,15,3,4,,,0
554,Lucca Prior,br BRA,MFFW,Fortaleza,20,2004,12,7,656,7.3,2,0,2,2,0,0,2,0,0,15,15,1,42,3,6,,,0
555,Erick Pulga,br BRA,FWMF,Bahia,24,2000,24,20,1687,18.7,3,3,6,3,0,0,3,0,0,23,47,6,45,17,22,,,0
556,Erick Pulgar,cl CHI,MF,Flamengo,31,1994,17,15,1240,13.8,1,0,1,1,0,0,6,0,0,24,12,0,11,23,14,,,0
557,Du Queiroz,br BRA,MF,Sport Recife,25,2000,11,8,615,6.8,0,0,0,0,0,0,0,0,0,12,0,0,7,4,6,,,0
558,Igor Rabello,br BRA,DF,Fluminense,29,1995,4,2,144,1.6,0,0,0,0,0,0,2,1,1,5,0,0,0,2,1,,,0
559,Igor Rabello,br BRA,DF,Atlético Mineiro,29,1995,4,2,189,2.1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,,,0
560,Zé Rafael,br BRA,MF,Santos,31,1993,27,22,1854,20.6,1,0,1,1,0,0,6,0,0,41,52,1,5,13,45,,,0
561,Rafinha,br BRA,DF,Sport Recife,18,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,0
562,André Ramalho,br BRA,DF,Corinthians,32,1992,21,20,1780,19.8,0,0,0,0,0,0,4,0,0,19,10,0,4,20,17,,,0
563,Eric Ramires,br BRA,MF,RB Bragantino,24,2000,31,24,1786,19.8,2,1,3,2,0,0,3,0,0,34,34,1,11,13,24,,,0
564,Ramon,br BRA,DF,Internacional,23,2001,5,4,329,3.7,0,0,0,0,0,0,1,0,0,5,3,0,9,6,4,,,0
565,Ramon,br BRA,DFMF,Vitória,23,2001,18,18,1620,18.0,0,0,0,0,0,0,4,0,0,34,17,3,62,17,26,,,0
566,Lucas Ramon,br BRA,DF,Mirassol,30,1994,31,30,2604,28.9,2,3,5,2,0,0,7,0,0,29,54,5,108,54,44,,,0
567,Chris Ramos,es ESP,FW,Botafogo–RJ,28,1997,13,8,718,8.0,4,0,4,4,0,0,1,1,0,18,17,3,1,4,6,,,0
568,Santi Ramos Mingo,ar ARG,DF,Bahia,23,2001,33,33,2926,32.5,0,0,0,0,0,0,9,1,1,32,24,2,3,29,17,,,0
569,Rafael Ramos,pt POR,DFMF,Ceará,30,1995,20,9,904,10.0,0,0,0,0,0,0,3,0,0,20,6,1,28,12,20,,,0
570,Raniele,br BRA,MFDF,Corinthians,28,1996,30,25,2013,22.4,2,1,3,2,0,0,7,0,0,39,51,0,4,31,37,,,0
571,Wellington Rato,br BRA,FWMF,Vitória,32,1992,5,3,212,2.4,1,0,1,1,0,0,0,0,0,3,3,0,9,1,1,,,0
572,Pedro Raul,br BRA,FW,Ceará,28,1996,34,34,2896,32.2,11,1,12,10,1,1,6,0,0,54,43,33,4,5,6,,,0
573,Rayan,br BRA,MFFW,Vasco da Gama,18,2006,34,32,2835,31.5,14,1,15,12,2,2,4,0,0,27,51,0,44,14,16,,,0
574,Raykkonen,br BRA,FW,Internacional,16,2008,7,0,124,1.4,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,,,0
575,Reginaldo,br BRA,DF,Juventude,31,1993,18,14,1170,13.0,0,2,2,0,0,0,1,0,0,7,11,2,59,10,9,,,0
576,Reinaldo,br BRA,DF,Mirassol,35,1989,34,33,2892,32.1,13,6,19,7,6,7,6,0,0,26,32,1,206,19,33,,,0
577,Reinier,br BRA,FWMF,Atlético Mineiro,23,2002,13,3,333,3.7,0,0,0,0,0,0,2,0,0,6,4,0,2,2,4,,,0
578,Robert Renan,br BRA,DF,Vasco da Gama,21,2003,15,15,1287,14.3,0,0,0,0,0,0,2,0,0,17,6,0,15,19,10,,,0
579,Cristian Renato,br BRA,FW,Mirassol,24,2000,32,11,1351,15.0,5,3,8,5,0,0,2,0,0,23,14,1,1,2,6,,,0
580,Renê,br BRA,DF,Fluminense,32,1992,28,27,2362,26.2,2,0,2,2,0,0,3,0,0,22,28,0,83,46,36,,,0
581,Rezende,br BRA,MFDF,Bahia,30,1995,11,5,580,6.4,0,0,0,0,0,0,0,0,0,9,9,0,0,7,8,,,0
582,Murilo Rhikman,br BRA,MF,Cruzeiro,18,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
583,Everton Ribeiro,br BRA,MF,Bahia,35,1989,31,25,1925,21.4,2,4,6,1,1,1,5,1,1,21,49,0,74,13,21,,,0
584,Ricardo,br BRA,MF,Vitória,30,1994,20,11,882,9.8,0,0,0,0,0,0,3,0,0,29,11,1,4,9,9,,,0
585,João Ricardo Riedi,br BRA,GK,Fortaleza,36,1988,14,14,1260,14.0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,,,1
586,Richard,br BRA,MF,Internacional,30,1994,7,3,275,3.1,0,0,0,0,0,0,0,0,0,5,5,0,0,8,4,,,0
587,Richardson,br BRA,MF,Ceará,33,1991,16,10,790,8.8,0,0,0,0,0,0,4,0,0,11,9,0,1,3,10,,,0
588,Charles Rigon Matos,br BRA,MFDF,Corinthians,28,1996,17,6,571,6.3,1,0,1,1,0,0,3,1,0,22,3,3,5,8,18,,,0
589,Emiliano Rigoni,ar ARG,FW,São Paulo,31,1993,10,2,294,3.3,1,0,1,1,0,0,1,1,0,8,3,7,15,2,1,,,0
590,Tomás Rincón,ve VEN,MF,Santos,37,1988,17,11,922,10.2,0,0,0,0,0,0,4,1,0,24,7,0,7,11,13,,,0
591,Richard Ríos,co COL,MF,Palmeiras,24,2000,10,10,733,8.1,0,2,2,0,0,0,4,0,0,23,23,1,25,7,8,,,0
592,Riquelme,br BRA,MF,Sport Recife,18,2007,2,0,23,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0
593,Riquelme,br BRA,MF,Fluminense,17,2007,6,0,99,1.1,0,0,0,0,0,0,1,0,0,2,3,0,3,1,6,,,0
594,Christian Rivera,co COL,MF,Sport Recife,29,1996,33,32,2729,30.3,0,0,0,0,0,0,9,0,0,75,31,3,2,31,51,,,0
595,Pablo Roberto,br BRA,MF,Fortaleza,25,1999,5,1,116,1.3,0,0,0,0,0,0,0,1,0,6,0,0,1,0,4,,,0
596,Paulo Roberto,br BRA,DF,Vitória,19,2005,2,2,96,1.1,0,0,0,0,0,0,0,0,0,7,0,0,5,1,3,,,0
597,Marcos Rocha,br BRA,DF,Palmeiras,36,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0,2,1,0,6,2,0,,,0
598,Marcos Rocha,br BRA,DF,Grêmio,36,1988,12,12,959,10.7,0,0,0,0,0,0,1,0,0,7,15,1,29,19,29,,,0
599,Sergio Rochet,uy URU,GK,Internacional,31,1993,15,15,1305,14.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,0
600,Rodrigo,br BRA,MF,São Paulo,20,2004,18,8,724,8.0,0,0,0,0,0,0,5,0,0,16,4,3,24,3,11,,,0
601,Alisson Rodrigues,br BRA,DF,Internacional,16,2008,1,0,26,0.3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,,,0
602,Ruben Rodrigues,pt POR,FWMF,Vitória,28,1996,4,0,26,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,,0
603,Alan Rodríguez,uy URU,MF,Internacional,25,2000,15,11,943,10.5,0,1,1,0,0,0,2,0,0,12,12,1,11,10,21,,,0
604,Guzmán Rodríguez,uy URU,DF,RB Bragantino,24,2000,23,23,2051,22.8,1,0,1,1,0,0,5,0,0,20,12,1,4,17,15,,,0
605,Luciano Rodríguez,uy URU,FW,Bahia,21,2003,18,8,791,8.8,2,0,2,2,0,0,1,0,0,13,13,3,2,2,7,,,0
606,Santiago Rodríguez,uy URU,MF,Botafogo–RJ,25,2000,26,14,1328,14.8,2,5,7,2,0,0,6,0,0,22,41,2,55,11,19,,,0
607,Rodriguinho,br BRA,MF,Cruzeiro,21,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,,0
608,Rodriguinho,br BRA,MF,Ceará,21,2003,4,0,33,0.4,0,0,0,0,0,0,0,1,0,3,1,0,4,0,0,,,0
609,Agustín Rogel,uy URU,DF,Internacional,27,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,6,,,0
610,Benjamín Rollheiser,ar ARG,MFFW,Santos,24,2000,36,27,2212,24.6,2,3,5,1,1,1,7,0,0,34,36,3,93,4,16,,,0
611,Iván Román,cl CHI,DF,Atlético Mineiro,18,2006,12,8,701,7.8,0,0,0,0,0,0,4,0,0,8,9,2,1,10,6,,,0
612,Romarinho,br BRA,MF,Vitória,34,1990,5,1,124,1.4,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,,,0
613,Romarinho,br BRA,MFFW,Sport Recife,30,1994,26,7,912,10.1,2,0,2,2,0,0,0,0,0,2,28,2,24,5,3,,,0
614,Ángel Romero,py PAR,FWMF,Corinthians,32,1992,27,11,1068,11.9,0,1,1,0,0,0,4,1,0,12,24,6,26,7,13,,,0
615,Lucas Romero,ar ARG,MF,Cruzeiro,30,1994,33,32,2832,31.5,1,3,4,1,0,0,12,0,0,38,50,1,19,35,39,,,0
616,Óscar Romero,py PAR,MF,Internacional,32,1992,17,5,505,5.6,0,1,1,0,0,0,3,0,0,9,18,0,29,5,8,,,0
617,Romulo,br BRA,MF,Ceará,23,2001,9,0,133,1.5,0,0,0,0,0,0,0,0,0,6,2,1,9,0,2,,,0
618,Rômulo,br BRA,DF,Atlético Mineiro,21,2004,3,2,209,2.3,0,0,0,0,0,0,1,0,0,5,0,0,1,6,4,,,0
619,Ronald,br BRA,MF,Vitória,27,1997,29,23,1871,20.8,0,2,2,0,0,0,7,0,0,39,23,3,41,12,32,,,0
620,Ronald,br BRA,DF,Grêmio,21,2003,6,1,233,2.6,0,0,0,0,0,0,0,0,0,1,2,0,0,1,5,,,0
621,Ronaldo,br BRA,GK,Bahia,28,1996,28,28,2448,27.2,0,1,1,0,0,0,1,0,0,1,7,0,0,0,0,,,1
622,Ronaldo,br BRA,MF,Internacional,28,1996,15,6,774,8.6,0,0,0,0,0,0,4,1,0,20,3,2,0,13,23,,,0
623,Budiga Roni,br BRA,MF,Mirassol,25,1999,9,0,150,1.7,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,,,0
624,Rony,br BRA,FWMF,Atlético Mineiro,29,1995,35,29,2500,27.8,6,5,11,6,0,0,4,1,0,52,57,20,58,21,18,,,0
625,Vitor Roque,br BRA,FW,Palmeiras,19,2005,33,24,2117,23.5,16,3,19,15,1,1,4,0,0,35,91,17,16,5,16,,,0
626,Diego Rosa,br BRA,MF,Internacional,22,2002,7,1,199,2.2,0,0,0,0,0,0,0,0,0,4,2,0,12,3,2,,,0
627,Matheus Rossetto,br BRA,MF,Fortaleza,28,1996,20,10,924,10.3,0,0,0,0,0,0,1,0,0,6,5,1,5,3,8,,,0
628,Agustín Rossi,ar ARG,GK,Flamengo,29,1995,37,37,3330,37.0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,,,0
629,Ruan,br BRA,DF,Atlético Mineiro,25,1999,11,7,811,9.0,1,0,1,1,0,0,4,0,0,12,7,0,0,16,5,,,0
630,Ruan,br BRA,DF,São Paulo,25,1999,5,4,361,4.0,0,0,0,0,0,0,1,0,0,5,2,0,0,6,6,,,0
631,Rubens,br BRA,MFDF,Atlético Mineiro,23,2001,13,11,1033,11.5,1,0,1,1,0,0,2,0,0,17,10,0,18,28,30,,,0
632,Alan Ruschel,br BRA,DF,Juventude,35,1989,21,14,1230,13.7,0,0,0,0,0,0,6,0,0,18,28,3,37,14,11,,,0
633,Rwan,br BRA,FW,Botafogo–RJ,23,2001,5,2,176,2.0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,,,0
634,José Sabino,br BRA,DF,São Paulo,28,1996,30,25,2299,25.5,2,0,2,2,0,0,3,0,0,35,16,0,8,47,25,,,0
635,Daniel Sales,br BRA,DF,Flamengo,18,2006,1,1,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,,0
636,Rodrigo Sam,br BRA,DF,Juventude,29,1995,18,16,1457,16.2,1,0,1,1,0,0,8,0,0,32,21,5,1,27,21,,,0
637,Mateo Sanabria,ar ARG,MF,Bahia,20,2004,10,7,569,6.3,1,0,1,1,0,0,3,1,1,9,21,3,24,0,4,,,0
638,Alex Sandro,br BRA,DF,Flamengo,34,1991,20,19,1544,17.2,0,0,0,0,0,0,4,0,0,45,16,1,29,19,7,,,0
639,Agustín Sant'Anna,uy URU,DF,RB Bragantino,27,1997,11,6,523,5.8,0,0,0,0,0,0,3,0,0,11,2,2,29,12,8,,,0
640,Alex Santana,br BRA,MF,Corinthians,29,1995,3,1,106,1.2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,,0
641,Alex Santana,br BRA,MF,Grêmio,29,1995,8,4,389,4.3,0,0,0,0,0,0,5,0,0,10,9,1,1,5,4,,,0
642,Ademir Santos,br BRA,FWMF,Bahia,29,1995,30,26,1971,21.9,2,6,8,2,0,0,7,0,0,27,52,6,110,5,23,,,0
643,Danilo Santos,br BRA,MF,Botafogo–RJ,23,2001,13,10,827,9.2,1,3,4,1,0,0,2,0,0,6,5,2,3,9,9,,,0
644,Eduardo Santos,br BRA,DF,RB Bragantino,27,1997,8,2,319,3.5,0,0,0,0,0,0,0,0,0,2,2,0,0,8,5,,,0
645,Júnior Santos,br BRA,FW,Atlético Mineiro,30,1994,16,1,361,4.0,2,0,2,2,0,0,1,0,0,9,14,3,2,0,4,,,0
646,Rodrigo Santos,br BRA,MF,Fortaleza,24,2000,8,2,225,2.5,0,0,0,0,0,0,2,0,0,9,3,0,0,1,6,,,0
647,Renzo Saravia,ar ARG,DFMF,Atlético Mineiro,31,1993,19,12,1065,11.8,0,0,0,0,0,0,2,0,0,22,13,1,11,7,23,,,0
648,Eduardo Sasha,br BRA,FWMF,RB Bragantino,32,1992,33,30,2246,25.0,8,3,11,5,3,3,8,1,0,12,39,4,9,6,7,,,0
649,Lucas Sasha,br BRA,MF,Fortaleza,34,1990,31,31,2612,29.0,1,0,1,1,0,0,4,0,0,54,25,0,16,61,76,,,0
650,Jefferson Savarino,ve VEN,MF,Botafogo–RJ,28,1996,27,24,1917,21.3,4,3,7,4,0,0,2,0,0,10,18,10,95,2,9,,,0
651,Kike Saverio,es ESP,MF,Vitória,25,1999,2,0,33,0.4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,0
652,Gustavo Scarpa,br BRA,MF,Atlético Mineiro,31,1994,36,25,2302,25.6,1,3,4,1,0,0,3,0,0,20,43,3,173,15,10,,,0
653,João Scatolin,br BRA,MF,Juventude,16,2008,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0
654,João Schmidt,br BRA,MF,Santos,31,1993,31,25,2153,23.9,2,2,4,2,0,0,7,0,0,45,13,0,3,33,27,,,0
655,Davi Schuindt,br BRA,DF,Fluminense,20,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,,,0
656,Cleiton Schwengber,br BRA,GK,RB Bragantino,27,1997,34,34,3060,34.0,0,0,0,0,0,0,6,0,0,0,9,0,0,1,0,,,0
657,Paulo Sérgio,br BRA,FW,São Paulo,19,2005,3,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0
658,Kevin Serna,co COL,MF,Fluminense,27,1997,33,25,2086,23.2,7,5,12,7,0,0,3,0,0,24,30,5,65,16,29,,,0
659,Igor Serrote,br BRA,DF,Grêmio,19,2005,7,6,512,5.7,0,0,0,0,0,0,2,0,0,7,10,0,7,14,17,,,0
660,Juan Sforza,ar ARG,MF,Juventude,22,2002,8,2,272,3.0,0,0,0,0,0,0,0,0,0,4,3,0,1,2,4,,,0
661,Juan Sforza,ar ARG,MF,Vasco da Gama,22,2002,2,1,71,0.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,,,0
662,Shaylon,br BRA,MF,Mirassol,27,1997,13,3,439,4.9,0,0,0,0,0,0,1,0,0,5,1,1,7,5,8,,,0
663,Aderlan Silva,br BRA,DFMF,Sport Recife,34,1990,14,10,920,10.2,0,0,0,0,0,0,5,0,0,16,11,1,28,14,7,,,0
664,Aderlan Silva,br BRA,DF,Santos,34,1990,2,1,87,1.0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,,,0
665,André Silva,br BRA,FW,São Paulo,27,1997,20,15,1357,15.1,5,2,7,4,1,1,5,0,0,22,22,7,11,10,5,,,0
666,Gustavo Silva,br BRA,MFFW,Vitória,27,1997,10,6,480,5.3,0,2,2,0,0,0,0,0,0,9,4,3,21,3,1,,,0
667,João Silva,pt POR,DF,Sport Recife,26,1999,14,10,990,11.0,0,0,0,0,0,0,1,0,0,11,3,0,2,8,7,,,0
668,Luan Silva,br BRA,MF,São Paulo,25,1999,6,2,173,1.9,0,0,0,0,0,0,0,0,0,6,3,0,0,3,2,,,0
669,Lucas Silva,br BRA,MF,Cruzeiro,31,1993,34,32,2751,30.6,2,2,4,2,0,0,8,0,0,56,24,0,3,14,27,,,0
670,Matheus Pereira da Silva,br BRA,MF,Fortaleza,26,1998,19,15,1285,14.3,1,3,4,1,0,0,4,1,0,21,9,0,37,19,7,,,0
671,Patrick Silva,br BRA,MF,Atlético Mineiro,20,2004,3,2,224,2.5,0,0,0,0,0,0,0,0,0,3,3,0,1,6,2,,,0
672,Thiago Silva,br BRA,DF,Fluminense,40,1984,25,24,2157,24.0,2,0,2,2,0,0,1,0,0,11,9,0,4,20,5,,,0
673,Vinicius Silvestre,br BRA,GK,Fortaleza,30,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0
674,Luis Sinisterra,co COL,MF,Cruzeiro,25,1999,11,2,326,3.6,2,1,3,2,0,0,0,0,0,5,8,0,1,3,3,,,0
675,Cédric Soares,pt POR,MFDF,São Paulo,33,1991,25,22,1889,21.0,0,3,3,0,0,0,2,0,0,16,9,0,107,12,21,,,0
676,Everton Soares,br BRA,MF,Flamengo,28,1996,23,9,874,9.7,1,3,4,1,0,0,0,0,0,13,6,3,24,4,9,,,0
677,Tiquinho Soares,br BRA,FW,Santos,34,1991,27,13,1252,13.9,2,3,5,0,2,2,3,0,0,29,38,5,2,2,9,,,0
678,Fernando Sobral,br BRA,MF,Ceará,30,1994,30,17,1504,16.7,1,0,1,1,0,0,8,0,0,38,17,2,32,15,34,,,0
679,Ramón Sosa,py PAR,MFFW,Palmeiras,25,1999,23,6,876,9.7,3,3,6,3,0,0,0,0,0,10,14,3,52,1,3,,,0
680,Yeferson Soteldo,ve VEN,MF,Santos,27,1997,5,3,326,3.6,0,0,0,0,0,0,1,0,0,2,6,1,27,2,1,,,0
681,Yeferson Soteldo,ve VEN,MF,Fluminense,27,1997,17,3,496,5.5,2,2,4,2,0,0,0,0,0,2,17,0,49,1,5,,,0
682,Souza,br BRA,DF,Santos,18,2006,24,19,1639,18.2,1,2,3,1,0,0,4,0,0,22,20,1,77,21,30,,,0
683,Fabiano Souza,br BRA,DF,Ceará,24,2000,34,34,2907,32.3,0,1,1,0,0,0,8,0,0,45,42,0,63,28,32,,,0
684,Gabriel Souza,br BRA,MF,Vasco da Gama,20,2005,12,0,136,1.5,2,0,2,2,0,0,0,0,0,2,1,0,1,3,4,,,0
685,Hugo Souza,br BRA,GK,Corinthians,26,1999,26,26,2340,26.0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,,,0
686,Igor Vinícius de Souza,br BRA,MFDF,São Paulo,27,1997,3,2,164,1.8,0,0,0,0,0,0,1,0,0,2,2,0,11,1,1,,,0
687,Igor Vinícius de Souza,br BRA,DF,Santos,27,1997,20,15,1302,14.5,0,2,2,0,0,0,4,0,0,26,19,0,50,15,29,,,0
688,Raul Steffens,br BRA,GK,Botafogo–RJ,27,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
689,Everaldo Stum,br BRA,FW,Fluminense,33,1991,28,15,1352,15.0,2,0,2,2,0,1,2,0,0,31,26,3,7,0,4,,,0
690,Bruno Tabata,br BRA,MFFW,Internacional,27,1997,24,12,1073,11.9,3,0,3,2,1,1,4,1,0,21,21,2,72,8,14,,,0
691,Gabriel Taliari,br BRA,FWMF,Juventude,27,1997,34,28,2296,25.5,8,4,12,8,0,0,7,0,0,57,68,8,15,9,19,,,0
692,Gonzalo Tapia,cl CHI,FW,São Paulo,22,2002,20,12,1117,12.4,5,0,5,5,0,0,4,0,0,25,41,5,25,4,6,,,0
693,Tchê Tchê,br BRA,MF,Vasco da Gama,32,1992,29,24,2000,22.2,1,0,1,1,0,0,3,0,0,26,41,1,11,12,10,,,0
694,Alex Teixeira,br BRA,FWMF,Vasco da Gama,35,1990,9,0,118,1.3,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,,,0
695,Alex Telles,br BRA,DF,Botafogo–RJ,32,1992,27,22,1690,18.8,5,4,9,1,4,4,3,0,0,21,10,1,128,19,14,,,0
696,Douglas Telles,br BRA,MF,Flamengo,17,2007,2,1,84,0.9,2,0,2,2,0,0,0,0,0,0,1,0,1,1,0,,,0
697,Thaciano,br BRA,MFFW,Santos,29,1995,19,5,614,6.8,3,0,3,3,0,0,2,0,0,5,9,9,4,3,8,,,0
698,Thalys,br BRA,FW,Palmeiras,19,2005,2,1,88,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,0
699,Thiago,br BRA,GK,Vitória,25,1999,9,8,785,8.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0
700,Rafael Thyere,br BRA,DF,Sport Recife,31,1993,24,24,2106,23.4,1,0,1,1,0,0,2,0,0,14,9,0,3,26,19,,,0
701,Tiago,br BRA,FW,Bahia,19,2005,25,5,902,10.0,3,2,5,3,0,0,2,0,0,18,28,3,11,0,10,,,0
702,Guilherme Tinga,br BRA,DF,Fortaleza,31,1993,11,8,752,8.4,1,0,1,1,0,0,1,0,0,6,4,0,20,12,5,,,0
703,Titi,br BRA,DF,Fortaleza,36,1988,3,3,269,3.0,0,0,0,0,0,0,2,1,1,4,1,0,0,10,1,,,0
704,Kauan Toledo,br BRA,FW,Botafogo–RJ,18,2006,2,0,7,0.1,0,1,1,0,0,0,1,0,0,1,2,0,2,0,0,,,0
705,Rafael Tolói,it ITA,DF,São Paulo,34,1990,7,6,499,5.5,0,0,0,0,0,0,0,0,0,2,2,0,1,11,7,,,0
706,Félix Torres Caicedo,ec ECU,DF,Corinthians,28,1997,10,8,647,7.2,0,0,0,0,0,0,1,0,0,14,3,0,2,14,9,,,0
707,Facundo Torres,uy URU,MFFW,Palmeiras,24,2000,29,20,1665,18.5,6,3,9,6,0,0,3,0,0,16,39,1,49,6,12,,,0
708,Bruno Tubarão,br BRA,DFMF,Ceará,29,1995,7,0,100,1.1,0,0,0,0,0,0,0,0,0,1,0,1,12,0,2,,,0
709,Enner Valencia,ec ECU,FW,Internacional,35,1989,14,7,628,7.0,1,0,1,1,0,0,3,0,0,17,14,3,3,1,5,,,0
710,Vanderlan,br BRA,DFMF,Palmeiras,22,2002,3,3,198,2.2,0,0,0,0,0,0,0,0,0,5,3,0,6,4,3,,,0
711,Vanderlan,br BRA,DF,RB Bragantino,22,2002,14,12,1055,11.7,0,1,1,0,0,0,4,0,0,21,9,1,56,5,15,,,0
712,Guillermo Varela,uy URU,DF,Flamengo,31,1993,20,14,1325,14.7,0,4,4,0,0,0,1,0,0,9,12,2,31,10,15,,,0
713,Pablo Vegetti,ar ARG,FW,Vasco da Gama,36,1988,35,27,2335,25.9,14,1,15,11,3,3,3,0,0,31,45,9,2,7,10,,,1
714,Raphael Veiga,br BRA,MF,Palmeiras,29,1995,25,13,1067,11.9,2,4,6,1,1,1,3,0,0,26,30,0,64,5,5,,,0
715,Fausto Vera,ar ARG,MF,Atlético Mineiro,24,2000,18,15,1127,12.5,1,0,1,1,0,0,3,0,0,23,5,0,3,12,18,,,0
716,Gabriel Veron,br BRA,MF,Santos,22,2002,6,1,122,1.4,0,0,0,0,0,0,0,0,0,1,3,2,1,0,6,,,0
717,Gabriel Veron,br BRA,FWMF,Juventude,22,2002,13,7,639,7.1,0,0,0,0,0,0,0,0,0,9,7,0,5,3,4,,,0
718,João Victor,br BRA,DF,Vasco da Gama,26,1998,16,16,1435,15.9,1,0,1,1,0,0,3,0,0,11,11,0,4,10,25,,,1
719,João Victor,br BRA,DF,Mirassol,27,1997,34,34,3059,34.0,2,1,3,2,0,0,8,1,0,28,22,2,0,33,19,,,0
720,João Victor,br BRA,FW,Ceará,20,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
721,João Victor,br BRA,DF,Flamengo,18,2007,4,3,194,2.2,0,0,0,0,0,0,1,0,0,3,1,0,0,2,1,,,0
722,Marcos Victor,br BRA,DF,Ceará,23,2001,15,15,1343,14.9,0,1,1,0,0,0,0,0,0,7,7,1,4,11,16,,,0
723,Lucas Vieira,br BRA,MF,Flamengo,17,2007,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0
724,Viery,br BRA,DF,Grêmio,20,2005,3,0,50,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,0
725,Lucas Villalba,ar ARG,DF,Cruzeiro,30,1994,32,32,2864,31.8,1,0,1,1,0,0,10,0,0,28,22,1,19,47,20,,,0
726,Mathías Villasanti,py PAR,MF,Grêmio,28,1997,16,14,1150,12.8,0,0,0,0,0,0,5,0,0,27,13,0,3,25,31,,,0
727,Matías Viña,uy URU,DF,Flamengo,27,1997,8,2,281,3.1,0,0,0,0,0,0,1,0,0,5,3,0,7,3,6,,,0
728,Vinícius,br BRA,MF,Ceará,33,1991,16,5,567,6.3,0,1,1,0,0,0,2,1,0,8,8,0,32,0,2,,,0
729,Alix Vinicius,br BRA,DF,RB Bragantino,25,1999,11,9,862,9.6,0,0,0,0,0,0,4,0,0,16,7,0,2,10,5,,,0
730,Carlos Vinícius,br BRA,FW,Grêmio,29,1995,14,12,942,10.5,12,1,13,9,3,3,3,1,0,21,26,9,4,0,3,,,0
731,Vitão,br BRA,DF,Internacional,24,2000,31,31,2719,30.2,0,2,2,0,0,0,5,0,0,22,1,0,2,21,20,,,1
732,Vitinho,br BRA,FW,Corinthians,31,1993,12,4,479,5.3,0,3,3,0,0,0,0,0,0,6,11,1,28,2,8,,,0
733,Vitinho,br BRA,DF,Botafogo–RJ,25,1999,36,34,2831,31.5,1,2,3,1,0,0,3,0,0,29,18,4,120,25,39,,,0
734,Vitinho,br BRA,MFFW,Internacional,25,1999,27,20,1679,18.7,5,1,6,5,0,0,4,0,0,42,35,5,33,16,20,,,0
735,Zé Vitor,br BRA,MF,Mirassol,24,2000,2,0,25,0.3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,0
736,Tiago Volpi,br BRA,GK,Grêmio,34,1990,32,32,2880,32.0,2,0,2,0,2,2,2,0,0,1,10,0,0,0,0,,,0
737,Wagner,br BRA,DF,Grêmio,25,1999,29,26,2369,26.3,0,2,2,0,0,0,3,0,0,21,6,1,0,37,16,,,0
